SERIES.MATCH,EVENT,MATCH,ROUND,HALF,POSS,TEAM,OPP,SOURCE,START,END,LOST,SOURCE NOTE,LOST NOTE
51,D7s,6,Pool,1,5,NZL,JPN,Reclaim,7,13,TRY,,
51,D7s,6,Pool,1,6,JPN,NZL,Restart,6,3,Maul,,
51,D7s,6,Pool,1,7,NZL,JPN,FK,13,14,Counter ruck,FK: scrum infraction,
51,D7s,6,Pool,1,8,JPN,NZL,Counter ruck,2,5,Intercepted,,
51,D7s,6,Pool,1,9,NZL,JPN,Intercept,11,15,TRY,,
51,D7s,6,Pool,2,10,JPN,NZL,Scrum,12,11,PEN,Scrum: restart knocked by receiving team,PEN: bc not releasing
51,D7s,6,Pool,2,11,NZL,JPN,PK,5,8,HE,PK: bc not releasing,HE: lost fwd in tackle
51,D7s,6,Pool,2,12,JPN,NZL,Scrum,8,8,Kicked to touch,Scrum: lost fwd in tackle,
51,D7s,6,Pool,2,13,NZL,JPN,Line out,4,14,TRY,,TRY: converted
51,D7s,6,Pool,2,14,JPN,NZL,Restart,4,10,PEN,,PEN: bc not releasing
51,D7s,6,Pool,2,15,NZL,JPN,PK,6,13,TRY,PK: bc not releasing,TRY: converted
51,D7s,6,Pool,2,16,JPN,NZL,Restart,4,6,PEN,,PEN: diving over
51,D7s,6,Pool,2,17,NZL,JPN,PK,10,12,PEN,PK: diving over,PEN: bc not releasing
51,D7s,6,Pool,2,18,JPN,NZL,PK,4,15,HE,PK: bc not releasing,HE: knock on
52,D7s,7,Pool,1,1,USA,ENG,Restart,5,12,Tackled to touch,,
52,D7s,7,Pool,1,2,ENG,USA,Line out,4,6,Intercepted,,
52,D7s,7,Pool,1,3,USA,ENG,Intercept,10,15,TRY,,
52,D7s,7,Pool,1,4,ENG,USA,Restart,4,9,Tackled to touch,,
52,D7s,7,Pool,1,5,USA,ENG,Line out,7,7,PEN,,PEN: bc not releasing
52,D7s,7,Pool,1,6,ENG,USA,PK,9,13,TRY,PK: bc not releasing,
52,D7s,7,Pool,1,7,USA,ENG,Restart,4,4,Poached,,
52,D7s,7,Pool,1,8,ENG,USA,Poach,12,12,Counter ruck,,
52,D7s,7,Pool,1,9,USA,ENG,Counter ruck,4,5,Kicked to touch,,
52,D7s,7,Pool,1,10,ENG,USA,Line out,10,8,PEN,,PEN: bc not releasing
52,D7s,7,Pool,1,11,USA,ENG,PK,8,13,Poached,PK: bc not releasing,
52,D7s,7,Pool,1,12,ENG,USA,Poach,1,1,Tackled to touch,,
52,D7s,7,Pool,2,13,ENG,USA,Restart,4,14,TRY,,TRY: converted
52,D7s,7,Pool,2,14,ENG,USA,Reclaim,12,14,TRY,,TRY: converted
52,D7s,7,Pool,2,15,USA,ENG,Restart,4,4,PEN,,PEN: bc not releasing
52,D7s,7,Pool,2,16,ENG,USA,PK,12,15,PEN,PK: bc not releasing,PEN: bc not releasing
52,D7s,7,Pool,2,17,USA,ENG,PK,1,10,PEN,,PEN: bc not releasing
52,D7s,7,Pool,2,18,ENG,USA,PK,6,11,HE,,HE: lost fwd in tackle
52,D7s,7,Pool,2,19,USA,ENG,Scrum,5,15,TRY,Scrum: lost fwd in tackle,
53,D7s,8,Pool,1,1,AUS,KEN,Restart,3,3,Counter ruck,,
53,D7s,8,Pool,1,2,KEN,AUS,Counter ruck,13,13,Poached,,
53,D7s,8,Pool,1,3,AUS,KEN,Poach,3,13,TRY,,TRY: converted
53,D7s,8,Pool,1,4,AUS,KEN,Reclaim,8,13,TRY,,
53,D7s,8,Pool,1,5,AUS,KEN,Reclaim,11,15,PEN,,PEN: bc not releasing
53,D7s,8,Pool,1,6,KEN,AUS,PK,1,8,Intercepted,PK: bc not releasing,
53,D7s,8,Pool,1,7,AUS,KEN,Intercept,8,13,TRY,,
53,D7s,8,Pool,1,8,KEN,AUS,FK,8,14,TRY,FK: restart not 10 by kicking team,TRY: converted
53,D7s,8,Pool,2,9,AUS,KEN,Reclaim,8,15,TRY,,
53,D7s,8,Pool,2,10,KEN,AUS,Scrum,3,14,TRY,Scrum: restart knocked by kicking team,
53,D7s,8,Pool,2,11,AUS,KEN,Restart,6,2,Kick,,
53,D7s,8,Pool,2,12,KEN,AUS,Kick,4,7,Counter ruck,,
53,D7s,8,Pool,2,13,AUS,KEN,Counter ruck,9,14,TRY,,TRY: converted
53,D7s,8,Pool,2,14,KEN,AUS,FK,8,8,Counter ruck,FK: restart not 10 by kicking team,
53,D7s,8,Pool,2,15,AUS,KEN,Counter ruck,8,8,Kicked to touch,,
54,D7s,9,Pool,1,1,CAN,RSA,Reclaim,10,13,PEN,,PEN: bc not releasing
54,D7s,9,Pool,1,2,RSA,CAN,PK,3,14,Poached,PK: bc not releasing,
54,D7s,9,Pool,1,3,CAN,RSA,Poach,2,2,Maul,,
54,D7s,9,Pool,1,4,RSA,CAN,Scrum,14,13,TRY,Scrum: maul held up,
54,D7s,9,Pool,1,5,CAN,RSA,Restart,1,2,PEN,,PEN: bc not releasing
54,D7s,9,Pool,1,6,RSA,CAN,PK,14,15,TRY,PK: bc not releasing,TRY: converted
54,D7s,9,Pool,1,7,CAN,RSA,Restart,1,13,TRY,,
54,D7s,9,Pool,2,8,CAN,RSA,Restart,4,14,TRY,,TRY: converted
54,D7s,9,Pool,2,9,RSA,CAN,FK,8,14,TRY,FK: restart direct to touch by kicking team,TRY: converted
54,D7s,9,Pool,2,10,RSA,CAN,Scrum,12,13,TRY,Scrum: restart knocked by receiving team,
54,D7s,9,Pool,2,11,CAN,RSA,Restart,4,5,PEN,,PEN: diving over
54,D7s,9,Pool,2,12,RSA,CAN,PK,11,12,Line out stolen,PK: diving over,
54,D7s,9,Pool,2,13,CAN,RSA,Line out steal,2,4,HE,,HE: fwd pass
54,D7s,9,Pool,2,14,RSA,CAN,Scrum,12,9,PEN,,PEN: side entry
54,D7s,9,Pool,2,15,CAN,RSA,PK,7,8,HE,PK: side entry,HE: knock on
55,D7s,10,Pool,1,1,POR,WAL,Scrum,11,15,TRY,Scrum: restart knocked by receiving team,TRY: converted
55,D7s,10,Pool,1,2,WAL,POR,Restart,2,4,PEN,,PEN: hands in the ruck
55,D7s,10,Pool,1,3,POR,WAL,PK,12,12,Counter ruck,PK: hands in the ruck,
55,D7s,10,Pool,1,4,WAL,POR,Counter ruck,4,10,Poached,,
55,D7s,10,Pool,1,5,POR,WAL,Poach,6,6,Poached,,
55,D7s,10,Pool,1,6,WAL,POR,Poach,10,14,TRY,,TRY: converted
55,D7s,10,Pool,1,7,WAL,POR,Reclaim,10,15,HE,,HE: knock on
55,D7s,10,Pool,1,8,POR,WAL,Scrum,1,2,PEN,Scrum: knock on,PEN: bc not releasing
55,D7s,10,Pool,1,9,WAL,POR,PK,14,13,TRY,PK: bc not releasing,TRY: converted
55,D7s,10,Pool,2,10,POR,WAL,Restart,6,11,PEN,,PEN: bc not releasing
55,D7s,10,Pool,2,11,WAL,POR,PK,5,14,TRY,PK: bc not releasing,TRY: converted
55,D7s,10,Pool,2,12,POR,WAL,Restart,5,5,Poached,,
55,D7s,10,Pool,2,13,WAL,POR,Poach,11,15,TRY,,
55,D7s,10,Pool,2,14,POR,WAL,Restart,6,14,TRY,,TRY: converted
55,D7s,10,Pool,2,15,WAL,POR,Restart,5,8,Poached,,
55,D7s,10,Pool,2,16,POR,WAL,Poach,8,8,HE,,HE: knock on
55,D7s,10,Pool,2,17,WAL,POR,Scrum,8,8,Scrum stolen,Scrum: knock on,
55,D7s,10,Pool,2,18,POR,WAL,Scrum steal,8,14,TRY,,TRY: converted
56,D7s,11,Pool,1,1,FIJ,BRA,Reclaim,8,13,Intercepted,,
56,D7s,11,Pool,1,2,BRA,FIJ,Intercept,1,4,Kick,Intercept: off load,
56,D7s,11,Pool,1,3,FIJ,BRA,Kick,9,14,TRY,,TRY: converted
56,D7s,11,Pool,1,4,BRA,FIJ,Scrum,5,14,TRY,Scrum: restart knocked by kicking team,
56,D7s,11,Pool,1,5,BRA,FIJ,Scrum,11,12,Line out infraction,Scrum: restart knocked by receiving team,Line out: not 5
56,D7s,11,Pool,1,6,FIJ,BRA,Scrum,4,14,TRY,Scrum: line out infraction,TRY: converted
56,D7s,11,Pool,2,7,FIJ,BRA,Restart,6,5,HE,,HE: running into teammate
56,D7s,11,Pool,2,8,BRA,FIJ,Scrum,11,11,Kick,Scrum: accidental offside,
56,D7s,11,Pool,2,9,FIJ,BRA,Kick,5,14,TRY,Kick: charge down,TRY: converted
56,D7s,11,Pool,2,10,FIJ,BRA,Reclaim,11,13,Intercepted,,
56,D7s,11,Pool,2,11,BRA,FIJ,Intercept,1,1,Poached,,
56,D7s,11,Pool,2,12,FIJ,BRA,Poach,15,13,TRY,,
56,D7s,11,Pool,2,13,BRA,FIJ,Scrum,5,5,HE,Scrum: restart knocked by kicking team,HE: knock on
56,D7s,11,Pool,2,14,FIJ,BRA,Scrum,11,14,TRY,HE: knock on,
56,D7s,11,Pool,2,15,FIJ,BRA,Reclaim,10,13,Tackled to touch,,
56,D7s,11,Pool,2,16,BRA,FIJ,Line out,3,4,Poached,Line out: quick,Poached: in maul
56,D7s,11,Pool,2,17,FIJ,BRA,Poach,12,15,TRY,,
57,D7s,12,Pool,1,1,ARG,FRA,Restart,5,13,TRY,,
57,D7s,12,Pool,1,2,FRA,ARG,Line out,4,4,Line out infraction,Line out: restart rolled to touch by kicking team,
57,D7s,12,Pool,1,3,ARG,FRA,Scrum,12,15,Poached,Scrum: line out not straight,Poached: in maul
57,D7s,12,Pool,1,4,FRA,ARG,Poach,2,5,Intercepted,,
57,D7s,12,Pool,1,5,ARG,FRA,Intercept,11,14,TRY,,TRY: converted
57,D7s,12,Pool,1,6,FRA,ARG,Restart,5,5,Intercepted,,Intercept: pop from ground
57,D7s,12,Pool,1,7,ARG,FRA,Intercept,11,14,TRY,,TRY: converted
57,D7s,12,Pool,1,8,FRA,ARG,FK,8,13,PEN,FK: restart not 10 by kicking team,PEN: playing ball on ground
57,D7s,12,Pool,1,9,ARG,FRA,PK,3,3,Kicked to touch,PK: playing ball on ground,
57,D7s,12,Pool,2,10,FRA,ARG,Restart,2,2,Tackled in goal,,
57,D7s,12,Pool,2,11,ARG,FRA,Line out,12,12,Poached,Line out: 22 direct to touch,
57,D7s,12,Pool,2,12,FRA,ARG,Poach,4,4,HE,,HE: knock on
57,D7s,12,Pool,2,13,ARG,FRA,Scrum,12,11,Poached,,
57,D7s,12,Pool,2,14,FRA,ARG,Poach,5,14,TRY,,TRY: converted
57,D7s,12,Pool,2,15,ARG,FRA,Restart,4,3,HE,,HE: ball thrown to touch
57,D7s,12,Pool,2,16,FRA,ARG,Line out,13,14,TRY,Line out: quick,TRY: converted
57,D7s,12,Pool,2,17,ARG,FRA,Restart,5,14,PEN,,PEN: bc not releasing
57,D7s,12,Pool,2,18,FRA,ARG,PK,2,14,TRY,PK: bc not releasing,TRY: converted
57,D7s,12,Pool,2,19,ARG,FRA,Restart,5,14,TRY,,TRY: converted
58,D7s,13,Pool,1,1,SAM,JPN,FK,8,14,TRY,FK: restart direct to touch by kicking team,TRY: converted
58,D7s,13,Pool,1,2,JPN,SAM,FK,8,7,PEN,FK: restart not 10 by kicking team,PEN: diving over
58,D7s,13,Pool,1,3,SAM,JPN,PK,9,10,PEN,PK: diving over,PEN: side entry
58,D7s,13,Pool,1,4,JPN,SAM,PK,6,9,Intercepted,PK: side entry,
58,D7s,13,Pool,1,5,SAM,JPN,Intercept,7,14,TRY,,TRY: converted
58,D7s,13,Pool,1,6,SAM,JPN,Reclaim,8,15,TRY,,TRY: converted
58,D7s,13,Pool,1,7,JPN,SAM,Restart,9,14,PEN,,PEN: bc not releasing
58,D7s,13,Pool,1,8,SAM,JPN,PK,2,8,Intercepted,PK: bc not releasing,
58,D7s,13,Pool,1,9,JPN,SAM,Intercept,8,14,TRY,,TRY: converted
58,D7s,13,Pool,2,10,SAM,JPN,Reclaim,5,15,Intercepted,,
58,D7s,13,Pool,2,11,JPN,SAM,Intercept,1,2,Kick,,
58,D7s,13,Pool,2,12,SAM,JPN,Kick,7,13,TRY,,
58,D7s,13,Pool,2,13,JPN,SAM,Restart,5,7,HE,,HE: ball thrown to touch
58,D7s,13,Pool,2,14,SAM,JPN,Line out,9,8,PEN,Line out: ball thrown to touch,PEN: bc not releasing
58,D7s,13,Pool,2,15,JPN,SAM,PK,8,8,Kick,PK: bc not releasing,
58,D7s,13,Pool,2,16,SAM,JPN,Kick,2,14,TRY,,TRY: converted
58,D7s,13,Pool,2,17,JPN,SAM,Restart,5,6,PEN,,PEN: bc not releasing
58,D7s,13,Pool,2,18,SAM,JPN,PK,10,15,TRY,,
58,D7s,13,Pool,2,19,JPN,SAM,Restart,6,13,TRY,,
59,D7s,14,Pool,1,1,SCO,NZL,Restart,3,3,Tackled to touch,,
59,D7s,14,Pool,1,2,NZL,SCO,Line out,13,15,TRY,Line out: quick,
59,D7s,14,Pool,1,3,SCO,NZL,Restart,6,8,Kick,,
59,D7s,14,Pool,1,4,NZL,SCO,Kick,2,14,TRY,,TRY: converted
59,D7s,14,Pool,1,5,SCO,NZL,Restart,2,2,Maul,,Maul: held up
59,D7s,14,Pool,1,6,NZL,SCO,Scrum,14,15,TRY,Scrum: maul held up,
59,D7s,14,Pool,1,7,SCO,NZL,Restart,3,2,Maul,,Maul: held up
59,D7s,14,Pool,1,8,NZL,SCO,Scrum,2,13,TRY,Scrum: maul held up,TRY: converted
59,D7s,14,Pool,2,9,NZL,SCO,Restart,5,6,Poached,,
59,D7s,14,Pool,2,10,SCO,NZL,Poach,10,11,Poached,,
59,D7s,14,Pool,2,11,NZL,SCO,Poach,5,14,TRY,,TRY: converted
59,D7s,14,Pool,2,12,SCO,NZL,Restart,5,5,PEN,,PEN: bc not releasing
59,D7s,14,Pool,2,13,NZL,SCO,PK,11,11,PEN,PK: bc not releasing,PEN: side entry
59,D7s,14,Pool,2,14,SCO,NZL,PK,5,8,Intercepted,PK: side entry,
59,D7s,14,Pool,2,15,NZL,SCO,Intercept,8,13,TRY,,
59,D7s,14,Pool,2,16,SCO,NZL,Line out,4,8,HE,Line out: restart lost to touch by kicking team,HE: knock on
59,D7s,14,Pool,2,17,NZL,SCO,Scrum,8,8,Scrum stolen,Scrum: knock on,
59,D7s,14,Pool,2,18,SCO,NZL,Scrum steal,8,8,PEN,,PEN: bc not releasing
59,D7s,14,Pool,2,19,NZL,SCO,PK,8,14,TRY,PK: bc not releasing,TRY: converted
59,D7s,14,Pool,2,20,SCO,NZL,Scrum,9,7,Tackled to touch,Scrum: restart knocked by kicking team,
60,D7s,15,Pool,1,1,ENG,KEN,Restart,5,7,Kicked to touch,,
60,D7s,15,Pool,1,2,KEN,ENG,Scrum,9,5,Poached,Scrum: kicked through goal,
60,D7s,15,Pool,1,3,ENG,KEN,Poach,11,15,TRY,,
60,D7s,15,Pool,1,4,ENG,KEN,Reclaim,9,13,TRY,,TRY: converted
60,D7s,15,Pool,1,5,ENG,KEN,Reclaim,8,13,TRY,,
60,D7s,15,Pool,1,6,KEN,ENG,Restart,4,7,HE,,HE: ball thrown to touch
60,D7s,15,Pool,2,7,KEN,ENG,Restart,5,4,Intercepted,,Intercept: lost fwd in tackle
60,D7s,15,Pool,2,8,ENG,KEN,Intercept,8,15,TRY,,TRY: converted
60,D7s,15,Pool,2,9,KEN,ENG,Restart,4,13,Poached,,
60,D7s,15,Pool,2,10,ENG,KEN,Poach,1,14,TRY,,TRY: converted
60,D7s,15,Pool,2,11,KEN,ENG,Restart,4,2,HE,,HE: knock on
60,D7s,15,Pool,2,12,ENG,KEN,Scrum,14,15,PEN,Scrum: knock on,PEN: bc not releasing
60,D7s,15,Pool,2,13,KEN,ENG,PK,1,1,Kick,,Kick: touch kick missed
60,D7s,15,Pool,2,14,ENG,KEN,Kick,6,14,TRY,,TRY: converted
61,D7s,16,Pool,1,1,USA,AUS,FK,8,13,Tackled to touch,FK: restart not 10 by kicking team,
61,D7s,16,Pool,1,2,AUS,USA,Line out,3,2,Kicked to touch,Line out: quick,
61,D7s,16,Pool,1,3,USA,AUS,Line out,10,15,TRY,,
61,D7s,16,Pool,1,4,AUS,USA,Restart,6,14,TRY,,TRY: converted
61,D7s,16,Pool,1,5,AUS,USA,Scrum,12,14,TRY,Scrum: restart knocked by receiving team,TRY: converted
61,D7s,16,Pool,1,6,USA,AUS,Restart,3,4,HE,,HE: lost to touch in tackle
61,D7s,16,Pool,2,7,USA,AUS,Reclaim,12,10,HE,,HE: lost fwd in tackle
61,D7s,16,Pool,2,8,AUS,USA,Scrum,6,14,TRY,Scrum: knock on,TRY: converted
61,D7s,16,Pool,2,9,USA,AUS,FK,8,14,Intercepted,FK: restart direct to touch by kicking team,
61,D7s,16,Pool,2,10,AUS,USA,Intercept,2,5,Kick,,
61,D7s,16,Pool,2,11,USA,AUS,Kick,2,15,TRY,,
61,D7s,16,Pool,2,12,AUS,USA,Restart,5,15,TRY,,
62,D7s,17,Pool,1,1,POR,CAN,Restart,5,8,HE,,HE: knock on
62,D7s,17,Pool,1,2,CAN,POR,Scrum,8,11,Intercepted,Scrum: knock on,
62,D7s,17,Pool,1,3,POR,CAN,Intercept,5,2,Intercepted,,
62,D7s,17,Pool,1,4,CAN,POR,Intercept,14,14,TRY,,TRY: converted
62,D7s,17,Pool,1,5,POR,CAN,Scrum,5,7,Tackled to touch,Scrum: restart knocked by receiving team,
62,D7s,17,Pool,1,6,CAN,POR,Line out,9,13,Tackled to touch,,
62,D7s,17,Pool,1,7,POR,CAN,Line out,3,14,TRY,,TRY: converted
62,D7s,17,Pool,1,8,POR,CAN,Reclaim,11,11,Kick,,
62,D7s,17,Pool,1,9,CAN,POR,Kick,2,2,Tackled in goal,,
62,D7s,17,Pool,1,10,POR,CAN,22,10,11,PEN,,PEN: bc not releasing
62,D7s,17,Pool,1,11,CAN,POR,PK,5,15,HE,PK: bc not releasing,HE: lost fwd in tackle
62,D7s,17,Pool,2,12,CAN,POR,Restart,6,7,PEN,,PEN: bc not releasing
62,D7s,17,Pool,2,13,POR,CAN,PK,9,14,TRY,PK: bc not releasing,TRY: converted
62,D7s,17,Pool,2,14,POR,CAN,Scrum,11,8,HE,Scrum: restart knocked by receiving team,HE: lost fwd in tackle
62,D7s,17,Pool,2,15,CAN,POR,Scrum,8,14,PEN,,PEN: bc not releasing
62,D7s,17,Pool,2,16,POR,CAN,PK,2,14,TRY,PK: bc not releasing,TRY: converted
62,D7s,17,Pool,2,17,POR,CAN,Scrum,5,13,TRY,Scrum: restart knocked by receiving team,
63,D7s,18,Pool,1,1,RSA,WAL,Restart,6,6,Counter ruck,,
63,D7s,18,Pool,1,2,WAL,RSA,Counter ruck,10,12,Intercepted,,
63,D7s,18,Pool,1,3,RSA,WAL,Intercept,4,8,Poached,,
63,D7s,18,Pool,1,4,WAL,RSA,Poach,8,14,TRY,,
63,D7s,18,Pool,1,5,RSA,WAL,Restart,5,15,Kick,,Kick: charge down
63,D7s,18,Pool,1,6,WAL,RSA,Kick,1,9,PEN,Kick: charge down,PEN: bc not releasing
63,D7s,18,Pool,1,7,RSA,WAL,PK,7,14,TRY,PK: bc not releasing,TRY: converted
63,D7s,18,Pool,1,8,WAL,RSA,Scrum,4,14,PEN,Scrum: restart knocked by kicking team,PEN: bc not releasing
63,D7s,18,Pool,1,9,RSA,WAL,PK,2,14,HE,PK: bc not releasing,HE: fwd pass
63,D7s,18,Pool,2,10,WAL,RSA,Restart,4,2,Counter ruck,,
63,D7s,18,Pool,2,11,RSA,WAL,Counter ruck,14,14,TRY,,
63,D7s,18,Pool,2,12,WAL,RSA,Restart,4,2,HE,,HE: knock on
63,D7s,18,Pool,2,13,RSA,WAL,Scrum,14,14,Poached,Scrum: knock on,
63,D7s,18,Pool,2,14,WAL,RSA,Poach,2,3,Kicked to touch,,
63,D7s,18,Pool,2,15,RSA,WAL,Line out,13,14,Kick,,
63,D7s,18,Pool,2,16,WAL,RSA,FK,2,8,Counter ruck,FK: mark called after kick,
63,D7s,18,Pool,2,17,RSA,WAL,Counter ruck,8,12,PEN,,PEN: bc not releasing
63,D7s,18,Pool,2,18,WAL,RSA,PK,4,9,HE,PK: bc not releasing,HE: ball thrown to touch
63,D7s,18,Pool,2,19,RSA,WAL,Line out,7,8,HE,,HE: accidental offisde
63,D7s,18,Pool,2,20,WAL,RSA,Scrum,8,2,PEN,Scrum: accidental offside,PEN: bc not releasing
63,D7s,18,Pool,2,21,RSA,WAL,PK,2,2,Kicked to touch,,
64,D7s,19,Pool,1,1,BRA,FRA,FK,8,14,TRY,FK: restart not 10 by kicking team,TRY: converted
64,D7s,19,Pool,1,2,BRA,FRA,22,12,11,PEN,22: restart kicked through goal,PEN: bc not releasing
64,D7s,19,Pool,1,3,FRA,BRA,PK,5,14,TRY,PK: bc not releasing,TRY: converted
64,D7s,19,Pool,1,4,BRA,FRA,FK,8,8,Intercepted,FK: restart direct to touch by kicking team,
64,D7s,19,Pool,1,5,FRA,BRA,Intercept,8,15,TRY,,
64,D7s,19,Pool,1,6,BRA,FRA,Restart,5,8,PEN,,PEN: off side
64,D7s,19,Pool,1,7,FRA,BRA,PK,8,11,Intercepted,PK: offside,Intercept: lost fwd in tackle
64,D7s,19,Pool,1,8,BRA,FRA,Intercept,5,10,Poached,,
64,D7s,19,Pool,1,9,FRA,BRA,Poach,6,13,HE,,HE: lost fwd in tackle
64,D7s,19,Pool,2,10,FRA,BRA,Restart,5,5,Counter ruck,,
64,D7s,19,Pool,2,11,BRA,FRA,Counter ruck,11,11,Kick,,
64,D7s,19,Pool,2,12,FRA,BRA,Kick,3,6,PEN,,PEN: off side
64,D7s,19,Pool,2,13,BRA,FRA,PK,10,14,Intercepted,PK: offside,
64,D7s,19,Pool,2,14,FRA,BRA,Intercept,2,14,TRY,,TRY: converted
64,D7s,19,Pool,2,15,BRA,FRA,Restart,6,14,TRY,,TRY: converted
64,D7s,19,Pool,2,16,FRA,BRA,Scrum,6,12,Kick,Scrum: restart knocked by kicking team,
64,D7s,19,Pool,2,17,BRA,FRA,Kick,1,1,Tackled in goal,,
64,D7s,19,Pool,2,18,FRA,BRA,22,6,14,TRY,,
65,D7s,20,Pool,1,1,ARG,FIJ,Restart,6,13,PEN,,PEN: bc not releasing
65,D7s,20,Pool,1,2,FIJ,ARG,PK,3,14,TRY,PK: bc not releasing,TRY: converted
65,D7s,20,Pool,1,3,ARG,FIJ,FK,8,15,TRY,FK: ahead of kicker on restart by kicking team,TRY: converted
65,D7s,20,Pool,1,4,FIJ,ARG,FK,8,15,TRY,FK: restart not 10 by kicking team,
65,D7s,20,Pool,1,5,FIJ,ARG,Reclaim,8,15,TRY,,TRY: converted
65,D7s,20,Pool,1,6,ARG,FIJ,FK,8,14,PEN,FK: restart not 10 by kicking team,PEN: bc not releasing
65,D7s,20,Pool,1,7,FIJ,ARG,PK,2,5,PEN,PK: bc not releasing,PEN: side entry
65,D7s,20,Pool,1,8,ARG,FIJ,PK,11,14,TRY,PK: side entry,TRY: converted
65,D7s,20,Pool,2,9,FIJ,ARG,FK,8,11,PEN,FK: restart not 10 by kicking team,PEN: bc not releasing
65,D7s,20,Pool,2,10,ARG,FIJ,PK,5,13,Line out stolen,PK: bc not releasing,
65,D7s,20,Pool,2,11,FIJ,ARG,Line out steal,3,2,Intercepted,,Intercept: lost fwd in tackle
65,D7s,20,Pool,2,12,ARG,FIJ,Intercept,14,14,TRY,,TRY: converted
65,D7s,20,Pool,2,13,FIJ,ARG,Restart,5,6,Tackled to touch,,
65,D7s,20,Pool,2,14,ARG,FIJ,Line out,10,7,PEN,,PEN: playing ball on ground
65,D7s,20,Pool,2,15,FIJ,ARG,PK,9,14,TRY,PK: playing ball on ground,TRY: converted
65,D7s,20,Pool,2,16,FIJ,ARG,Reclaim,8,14,TRY,,TRY: converted
65,D7s,20,Pool,2,17,ARG,FIJ,Restart,11,11,HE,,HE: ball thrown to touch
66,D7s,21,Pool,1,1,SCO,JPN,Restart,5,14,TRY,,TRY: converted
66,D7s,21,Pool,1,2,JPN,SCO,Line out,4,4,HE,Line out: restart rolled to touch by kicking team,HE: knock on
66,D7s,21,Pool,1,3,SCO,JPN,Scrum,12,15,Poached,Scrum: knock on,
66,D7s,21,Pool,1,4,JPN,SCO,Poach,1,2,Intercepted,,
66,D7s,21,Pool,1,5,SCO,JPN,Intercept,14,14,TRY,Intercept: in goal,TRY: converted
66,D7s,21,Pool,1,6,SCO,JPN,Scrum,12,14,TRY,Scrum: restart knocked by receiving team,TRY: converted
66,D7s,21,Pool,1,7,SCO,JPN,Reclaim,11,14,TRY,,TRY: converted
66,D7s,21,Pool,2,8,JPN,SCO,FK,8,10,PEN,FK: restart not 10 by kicking team,PEN: bc not releasing
66,D7s,21,Pool,2,9,SCO,JPN,PK,6,14,TRY,PK: bc not releasing,TRY: converted
66,D7s,21,Pool,2,10,JPN,SCO,Restart,2,11,PEN,,PEN: bc not releasing
66,D7s,21,Pool,2,11,SCO,JPN,PK,5,14,TRY,PK: bc not releasing,TRY: converted
66,D7s,21,Pool,2,12,SCO,JPN,Reclaim,11,11,Poached,,
66,D7s,21,Pool,2,13,JPN,SCO,Poach,5,5,PEN,,PEN: bc not releasing
66,D7s,21,Pool,2,14,SCO,JPN,PK,11,11,HE,PK: bc not releasing,HE: lost fwd in tackle
66,D7s,21,Pool,2,15,JPN,SCO,Scrum,5,4,Poached,Scrum: lost fwd in tackle,
66,D7s,21,Pool,2,16,SCO,JPN,Poach,12,15,TRY,,
67,D7s,22,Pool,1,1,SAM,NZL,Restart,3,5,Poached,,
67,D7s,22,Pool,1,2,NZL,SAM,Poach,11,13,TRY,,
67,D7s,22,Pool,1,3,SAM,NZL,FK,8,15,Counter ruck,FK: restart not 10 by kicking team,
67,D7s,22,Pool,1,4,NZL,SAM,Counter ruck,1,1,Kicked to touch,,
67,D7s,22,Pool,1,5,SAM,NZL,Line out,9,8,Maul,,
67,D7s,22,Pool,1,6,NZL,SAM,Scrum,8,13,TRY,Scrum: maul held up,
67,D7s,22,Pool,1,7,SAM,NZL,FK,8,10,HE,FK: restart kicked through end goal by kicking team,HE: ball thrown to touch
67,D7s,22,Pool,1,8,NZL,SAM,Line out,6,14,TRY,,TRY: converted
67,D7s,22,Pool,2,9,NZL,SAM,Restart,5,15,TRY,,
67,D7s,22,Pool,2,10,SAM,NZL,Restart,6,11,PEN,,PEN: bc not releasing
67,D7s,22,Pool,2,11,NZL,SAM,PK,5,15,TRY,PK: bc not releasing,
67,D7s,22,Pool,2,12,SAM,NZL,FK,8,7,Intercepted,FK: restart not 10 by kicking team,
67,D7s,22,Pool,2,13,NZL,SAM,Intercept,9,14,TRY,,TRY: converted
67,D7s,22,Pool,2,14,NZL,SAM,Line out,12,12,Intercepted,Line out: restart lost to touch by receiving team,
67,D7s,22,Pool,2,15,SAM,NZL,Intercept,4,4,Intercepted,,
67,D7s,22,Pool,2,16,NZL,SAM,Intercept,12,15,HE,,HE: knock on
67,D7s,22,Pool,2,17,SAM,NZL,PK,1,2,Kick,PK: collapsing the scrum,
67,D7s,22,Pool,2,18,NZL,SAM,Kick,7,13,TRY,,TRY: converted
68,D7s,23,Pool,1,1,USA,KEN,Restart,5,14,TRY,,TRY: converted
68,D7s,23,Pool,1,2,USA,KEN,Reclaim,8,13,HE,,HE: knock on
68,D7s,23,Pool,1,3,KEN,USA,Scrum,3,3,Scrum stolen,,
68,D7s,23,Pool,1,4,USA,KEN,Scrum steal,13,15,TRY,,
68,D7s,23,Pool,1,5,KEN,USA,FK,8,8,HE,FK: ahead of kicker on restart by kicking team,HE: knock on
68,D7s,23,Pool,1,6,USA,KEN,Scrum,8,14,TRY,,TRY: converted
68,D7s,23,Pool,1,7,KEN,USA,Restart,5,13,TRY,,
